dictionary,dimension,pole,term,normalized_term,ngram_length,weight,match_type,corpus_match_count,negated_match_count,document_frequency,document_frequency_pct,company_frequency,company_frequency_pct,sector_frequency,sectors_hit,top_cooccurring_dimensions,pmi_own_dimension,pmi_best_other_dimension,best_other_dimension,distinctiveness_pmi_margin,example_snippets
mined,b04,negative,regulations,regulations,1,0.554,"word-boundary regex, hyphen/space flexible, case-insensitive",266,9,256,0.1276,26,50.0,2,Asset Management/Other; Financials,b07:106; b06:88; b02:81,3.07,1.421,b11,1.649,"ware company, it's quite conservative. i think that all the regulations hinder the maximum output of the teams..  | ortunity to negotiate) 2. a lack of flexibility from the hr regulations 3. below peer-level offerings on lunch and food (no lunch v | minded. colleagues are generally ok. too many processes and regulations which can be very redundant.  most of the time, the work ca"
mined,b04,negative,business processes,business processes,2,0.553,"word-boundary regex, hyphen/space flexible, case-insensitive",31,4,35,0.0175,16,30.77,2,Asset Management/Other; Financials,b06:35; b07:18; b02:14,3.07,2.708,b06,0.362,"y long hours and weekends, often unpredictably, due to poor business processes and outdated technology. pay is okay but low relative to co | k sprints are inefficient with all the ceremonies. terrible business processes. nepotism. no direction from leaders.  incompetent design l | ars. good benefits, great cafeteria, reasonable maturity in business processes, reasonable (but not great) money, open to some employee gr"
mined,b04,negative,unnecessary processes,unnecessary processes,2,0.553,"word-boundary regex, hyphen/space flexible, case-insensitive",9,0,9,0.0045,6,11.54,2,Asset Management/Other; Financials,b07:4; b02:3; b05:3,3.07,2.019,b01,1.052,"re, good people interesting work. bureaucracy adds a lot of unnecessary processes.  | t and good atmosphere. as a large organisation, inertia and unnecessary processes have built over time, but this really depends on the busine | eat place to work. flexible working and good collaboration. unnecessary processes can be hindering at times. "
mined,b04,negative,rigid rules,rigid rules,2,0.551,"word-boundary regex, hyphen/space flexible, case-insensitive",7,1,7,0.0035,5,9.62,2,Asset Management/Other; Financials,b08:3; b07:3; b01:2,3.07,2.381,b01,0.689,"good brand name and training resources but with rigid rules and not so friendly environment. good brand name and traini | nt, volunteerism, workplace community engagement. sometimes rigid rules and red tape.  | rint has been growing and will shape the future of banking. rigid rules, slow dynamism and still legacy platforms. there is almost "
mined,b04,negative,whole process,whole process,2,0.551,"word-boundary regex, hyphen/space flexible, case-insensitive",16,1,16,0.008,11,21.15,2,Asset Management/Other; Financials,b07:10; b08:7; b02:5,3.07,1.324,b12,1.747,"hink themselves as god. being technical, they like to drive whole process and team and create undue pressure to the teams. 7. too mu | w movement of things within department which slows down the whole process..  | neration  * employee professional development * can learn whole process. * slow growth * systems an applications. "
mined,b04,negative,complex processes,complex processes,2,0.549,"word-boundary regex, hyphen/space flexible, case-insensitive",17,2,19,0.0095,10,19.23,2,Asset Management/Other; Financials,b07:10; b02:9; b06:8,3.07,1.941,b01,1.13,"ssure environment, long working hours, competitive culture, complex processes, frequent changes, demanding targets, limited work-life bal | ming environment for professionals from all backgrounds.. ❌ complex processes: as a large organization, decision-making and internal proc | e. over administration give more ownership to line managers complex processes like recruiting. "
mined,b04,negative,strict work,strict work,2,0.548,"word-boundary regex, hyphen/space flexible, case-insensitive",19,2,21,0.0105,13,25.0,2,Asset Management/Other; Financials,b07:7; b03:4; b09:4,3.07,1.381,b01,1.689,everything ok. nice colleagues and good atmosphere. strict work hours and monotonous tasks at first.  | good company benefits . insurance policy is very good.. strict work timings and work from office for 3 days a week..  | average. good atmosphere work life balance. micromanagement strict work from office. 
mined,b04,negative,the whole process,the whole process,3,0.548,"word-boundary regex, hyphen/space flexible, case-insensitive",10,1,11,0.0055,8,15.38,1,Financials,b07:7; b08:3; b02:3,3.07,1.218,b07,1.853," slow movement of things within department which slows down the whole process..  | emoralised, and employees generally start to disengage from the whole process. performance review time in state street is not a happy tim | ment work life balance but each time a new mgmt team comes, the whole process is knocked back.. "
mined,b04,negative,lengthy process,lengthy process,2,0.547,"word-boundary regex, hyphen/space flexible, case-insensitive",15,0,15,0.0075,10,19.23,2,Asset Management/Other; Financials,b07:6; b05:5; b08:5,3.07,1.57,b05,1.5,"setting up your computer to actually begin developing was a lengthy process for me..  | ry  great work knowledge. over time working weekend work lengthy process.  | pending on the group that you are in.. decision making is a lengthy process due to bureaucracy.. "
mined,b04,negative,few process,few process,2,0.547,"word-boundary regex, hyphen/space flexible, case-insensitive",6,0,6,0.003,3,5.77,1,Financials,b02:2; b07:1; b03:1,3.07,1.551,b11,1.519,micro management. overall company is good though. but in few process there is still tl/managers are following micro management w | only few process are good to work.. you will get good hike while you are pro | few process has too much work load for sure. honestly some pros are the
mined,b04,negative,a long process,a long process,3,0.546,"word-boundary regex, hyphen/space flexible, case-insensitive",14,0,14,0.007,10,19.23,2,Asset Management/Other; Financials,b06:8; b07:4; b01:3,3.07,1.966,b01,1.104,"while in the office, finger print basis.  - taking leave is a long process in some projects:  six step process to take leave: 1) take  | ny is working on getting their technology up to speed, it's a long process..  | ons on use of softwares. lot of permissions needed which is a long process.. "
mined,b05,positive,a team,a team,2,1.708,"word-boundary regex, hyphen/space flexible, case-insensitive",757,113,840,0.4188,44,84.62,2,Asset Management/Other; Financials,b07:384; b08:301; b02:260,3.155,1.216,b11,1.939,"nce from colleagues and worse from manager. you expect that a team member will help you or guide you. you expect that your man | job. poor interviewing skills and has no idea how to manage a team. asks for productivity numbers but don’t even know how to q | good work culture. good management best work culture a team is very good. salary is average. food facilities r not goo"
mined,b05,positive,great teamwork,great teamwork,2,1.692,"word-boundary regex, hyphen/space flexible, case-insensitive",94,3,94,0.0469,23,44.23,2,Asset Management/Other; Financials,b08:30; b07:26; b02:11,3.155,0.73,b08,2.425,"lace to work. supportive and professional work environment  great teamwork and management support prestigious swiss / global brand res | r long (in terms of recognition, promotion, increment etc). great teamwork and bond within my own team only. really lucky to have a gr | unity to meet great people across wide range of industries. great teamwork at the grassroots level.. insane amount of politics, horrib"
mined,b05,positive,very collaborative,very collaborative,2,1.66,"word-boundary regex, hyphen/space flexible, case-insensitive",218,22,238,0.1187,35,67.31,2,Asset Management/Other; Financials,b07:80; b08:54; b02:46,3.155,0.534,b03,2.621,"l the useless management layers. as a result people are not very collaborative (everyone is always swamped) - no work life balance respec |  can move up if you work hard and contribute  - in general very collaborative environment  - young company - relatively flat hierarchy,  | portfolio manager intern review. learned a lot, very collaborative. salary below average (considering other internships). "
mined,b05,positive,team spirit,team spirit,2,1.658,"word-boundary regex, hyphen/space flexible, case-insensitive",277,41,312,0.1556,40,76.92,2,Asset Management/Other; Financials,b07:94; b08:73; b02:68,3.155,0.775,b12,2.38,". lack of communication, little career optionality, lacking team spirit.  | great internship. exposed to deals great team spirit. sometimes hard work is needed.  | nce work life no work pressures. slow carearr growth poor team spirit. "
mined,b05,positive,a collaborative environment,a collaborative environment,3,1.653,"word-boundary regex, hyphen/space flexible, case-insensitive",30,3,33,0.0165,17,32.69,2,Asset Management/Other; Financials,b08:14; b07:13; b12:10,3.155,2.016,b12,1.139,good place to work. it is a collaborative environment. there are long hours involved.  | great place to work. super motivated colleagues in a collaborative environment with good culture.. no real cons to note..  | great experience. very nice co-workers and a collaborative environment with open-minded individuals. work can last to late hours a
